h,U,L,H,N,tf,W,CW,CH,Q,s,dh,A_hs,Nu_L,Re_dh
2.6763275725197464,0.6,0.05,0.05,15,0.0015,0.05,0.15,0.08,10.0,0.0019642857142857144,0.0019264448336252192,0.07985000000000002,5.1270643151719275,80.50517648359532
1.7600825351307476,0.6,0.05,0.05,15,0.002,0.05,0.15,0.08,10.0,0.0014285714285714288,0.0014084507042253526,0.08060000000000002,3.371805622855838,60.96054588402482
5.699421813865451,0.6,0.06,0.05,15,0.002,0.06,0.15,0.08,10.0,0.002142857142857143,0.002097902097902098,0.09672,13.102119112334368,90.80137254054044
21.194807368315693,1.8,0.04,0.05,15,0.001,0.04,0.15,0.08,10.0,0.0017857142857142859,0.001754385964912281,0.06318,32.48246339971754,212.61327231130062
13.010421072835223,1.8,0.04,0.05,15,0.0015,0.04,0.15,0.08,10.0,0.00125,0.0012345679012345679,0.06393,19.93934264036049,154.77594536071692
16.929084774238007,1.8,0.05,0.05,15,0.001,0.05,0.15,0.08,10.0,0.0025,0.0024390243902439024,0.07910000000000003,32.43119688551342,295.5843054083936
10.416473456812787,1.8,0.05,0.05,15,0.0015,0.05,0.15,0.08,10.0,0.0019642857142857144,0.0019264448336252192,0.07985000000000002,19.954929993894233,241.515529450786
23.12854305803869,1.8,0.06,0.05,15,0.001,0.06,0.15,0.08,10.0,0.0032142857142857147,0.003114186851211073,0.09522,53.16906450123837,377.4069505041426
22.674069119001697,1.8,0.06,0.05,15,0.0015,0.06,0.15,0.08,10.0,0.002678571428571429,0.002608695652173913,0.09597,52.12429682529125,327.0483019361236
27.69300438783943,2.4,0.04,0.05,15,0.001,0.04,0.15,0.08,10.0,0.0017857142857142859,0.001754385964912281,0.06318,42.441386035002964,283.4843630817342
18.714962925019535,2.4,0.04,0.05,15,0.0015,0.04,0.15,0.08,10.0,0.00125,0.0012345679012345679,0.06393,28.68193551727132,206.36792714762257
8.690095825620652,2.4,0.04,0.05,15,0.002,0.04,0.15,0.08,10.0,0.0007142857142857144,0.0007092198581560285,0.06468,13.318154522023988,122.7857803621493
22.110650475806708,2.4,0.05,0.05,15,0.001,0.05,0.15,0.08,10.0,0.0025,0.0024390243902439024,0.07910000000000003,42.35756796131553,394.1124072111914
14.983703666925,2.4,0.05,0.05,15,0.0015,0.05,0.15,0.08,10.0,0.0019642857142857144,0.0019264448336252192,0.07985000000000002,28.70441315502873,322.0207059343813
6.973613453125071,2.4,0.05,0.05,15,0.002,0.05,0.15,0.08,10.0,0.0014285714285714288,0.0014084507042253526,0.08060000000000002,13.359412745450328,243.84218353609933
25.874383429464196,2.4,0.06,0.05,15,0.002,0.06,0.15,0.08,10.0,0.002142857142857143,0.002097902097902098,0.09672,59.48134121715906,363.20549016216177
12.525867304032323,0.6,0.05,0.05,8,0.001,0.05,0.15,0.08,10.0,0.006,0.005660377358490566,0.043400000000000015,23.995914375540853,221.76034624206488
13.432674720873669,0.6,0.06,0.05,8,0.001,0.06,0.15,0.08,10.0,0.007428571428571427,0.006914893617021277,0.05252,30.87971200200843,270.909359150324
13.652188510141327,0.6,0.06,0.05,8,0.0015,0.06,0.15,0.08,10.0,0.006857142857142858,0.0064171122994652425,0.05292,31.38434140262374,255.81810839595002
13.792747152733757,0.6,0.06,0.05,8,0.002,0.06,0.15,0.08,10.0,0.006285714285714285,0.0059139784946236566,0.053320000000000006,31.70746471892818,239.9706972551582
28.419086220859608,1.8,0.04,0.05,8,0.001,0.04,0.15,0.08,10.0,0.004571428571428572,0.004371584699453553,0.034480000000000004,43.554155127754186,513.8053923859866
29.155139583310326,1.8,0.04,0.05,8,0.002,0.04,0.15,0.08,10.0,0.003428571428571429,0.0033149171270718232,0.03528,44.68220625794685,403.5268178856201
22.57847401822777,1.8,0.05,0.05,8,0.001,0.05,0.15,0.08,10.0,0.006,0.005660377358490566,0.043400000000000015,43.2537816441145,665.2810387261949
23.10302586921833,1.8,0.05,0.05,8,0.0015,0.05,0.15,0.08,10.0,0.005428571428571429,0.0051490514905149064,0.04380000000000001,44.2586702475447,615.8006362674865
23.271461301712254,1.8,0.05,0.05,8,0.002,0.05,0.15,0.08,10.0,0.004857142857142858,0.004632152588555859,0.04420000000000001,44.581343489870214,563.8746678628761
23.341508931467963,1.8,0.06,0.05,8,0.001,0.06,0.15,0.08,10.0,0.007428571428571427,0.006914893617021277,0.05252,53.65864122176541,812.7280774509723
24.61255771700911,1.8,0.06,0.05,8,0.002,0.06,0.15,0.08,10.0,0.006285714285714285,0.0059139784946236566,0.053320000000000006,56.5805924528945,719.9120917654747
33.111805923575105,2.4,0.04,0.05,8,0.001,0.04,0.15,0.08,10.0,0.004571428571428572,0.004371584699453553,0.034480000000000004,50.74606271812278,685.0738565146487
34.542172208441826,2.4,0.04,0.05,8,0.002,0.04,0.15,0.08,10.0,0.003428571428571429,0.0033149171270718232,0.03528,52.93819495546639,538.0357571808267
26.306758913074837,2.4,0.05,0.05,8,0.001,0.05,0.15,0.08,10.0,0.006,0.005660377358490566,0.043400000000000015,50.39608987179086,887.0413849682598
27.125361627850708,2.4,0.05,0.05,8,0.0015,0.05,0.15,0.08,10.0,0.005428571428571429,0.0051490514905149064,0.04380000000000001,51.96429430622743,821.0675150233154
27.571359126196462,2.4,0.05,0.05,8,0.002,0.05,0.15,0.08,10.0,0.004857142857142858,0.004632152588555859,0.04420000000000001,52.81869564405453,751.8328904838347
28.064040360954657,2.4,0.06,0.05,8,0.0015,0.06,0.15,0.08,10.0,0.006857142857142858,0.0064171122994652425,0.05292,64.51503531253944,1023.2724335838001
13.604291405962588,0.6,0.04,0.05,10,0.001,0.04,0.15,0.08,10.0,0.0033333333333333327,0.0032258064516129032,0.04268,20.84948874477025,127.47850478692988
9.053368979980258,0.6,0.05,0.05,10,0.0015,0.05,0.15,0.08,10.0,0.003888888888888889,0.0037433155080213907,0.05410000000000001,17.343618735594365,151.21692629627262
13.297034464111595,0.6,0.06,0.05,10,0.0015,0.06,0.15,0.08,10.0,0.005,0.0047619047619047615,0.06522,30.56789531979677,192.3643892340339
12.967568747995598,0.6,0.06,0.05,10,0.002,0.06,0.15,0.08,10.0,0.004444444444444444,0.0042553191489361685,0.06572,29.810502868955393,175.80691279125918
25.852357716339856,1.8,0.04,0.05,10,0.002,0.04,0.15,0.08,10.0,0.0022222222222222227,0.002173913043478261,0.043680000000000004,39.62047159592315,269.44320329964734
20.681886173071877,1.8,0.05,0.05,10,0.002,0.05,0.15,0.08,10.0,0.0033333333333333327,0.003225806451612904,0.05460000000000001,39.62047159592314,399.8189468317348
33.036871109212825,2.4,0.04,0.05,10,0.001,0.04,0.15,0.08,10.0,0.0033333333333333327,0.0032258064516129032,0.04268,50.63122009074761,509.9140191477195
33.333784533324874,2.4,0.04,0.05,10,0.0015,0.04,0.15,0.08,10.0,0.0027777777777777783,0.0027027027027027024,0.04318,51.08625982118753,436.7191539367256
26.30645453687039,2.4,0.05,0.05,10,0.001,0.05,0.15,0.08,10.0,0.004444444444444445,0.00425531914893617,0.053600000000000016,50.39550677561378,672.6525358969917
25.564558205764204,2.4,0.05,0.05,10,0.002,0.05,0.15,0.08,10.0,0.0033333333333333327,0.003225806451612904,0.05460000000000001,48.9742494363299,533.0919291089797
5.504100159171719,0.6,0.04,0.05,15,0.001,0.04,0.15,0.08,10.0,0.0017857142857142859,0.001754385964912281,0.06318,8.435402542791905,70.87109077043355
2.1933085328142585,0.6,0.04,0.05,15,0.002,0.04,0.15,0.08,10.0,0.0007142857142857144,0.0007092198581560285,0.06468,3.361392387454802,30.696445090537324
9.792726496673437,0.6,0.06,0.05,15,0.001,0.06,0.15,0.08,10.0,0.0032142857142857147,0.003114186851211073,0.09522,22.512014934881464,125.80231683471425
7.811090096261736,0.6,0.06,0.05,15,0.0015,0.06,0.15,0.08,10.0,0.002678571428571429,0.002608695652173913,0.09597,17.95652895692353,109.01610064537451
6.233407991199693,1.8,0.04,0.05,15,0.002,0.04,0.15,0.08,10.0,0.0007142857142857144,0.0007092198581560285,0.06468,9.5531156953252,92.089335271612
5.002174739902007,1.8,0.05,0.05,15,0.002,0.05,0.15,0.08,10.0,0.0014285714285714288,0.0014084507042253526,0.08060000000000002,9.582710229697332,182.88163765207452
20.186628640508683,1.8,0.06,0.05,15,0.002,0.06,0.15,0.08,10.0,0.002142857142857143,0.002097902097902098,0.09672,46.4060428517441,272.4041176216214
27.38574645419523,2.4,0.06,0.05,15,0.001,0.06,0.15,0.08,10.0,0.0032142857142857147,0.003114186851211073,0.09522,62.95573897516142,503.2092673388569
27.564687384080788,2.4,0.06,0.05,15,0.0015,0.06,0.15,0.08,10.0,0.002678571428571429,0.002608695652173913,0.09597,63.36709743466847,436.0644025814981
15.766065617054574,0.6,0.04,0.05,8,0.001,0.04,0.15,0.08,10.0,0.004571428571428572,0.004371584699453553,0.034480000000000004,24.16255266981544,171.26846412866215
15.323883160681158,0.6,0.04,0.05,8,0.0015,0.04,0.15,0.08,10.0,0.004,0.003846153846153846,0.034879999999999994,23.484878407174193,153.32687907064943
14.139161890059194,0.6,0.04,0.05,8,0.002,0.04,0.15,0.08,10.0,0.003428571428571429,0.0033149171270718232,0.03528,21.66921362461179,134.5089392952067
11.28579603685086,0.6,0.05,0.05,8,0.002,0.05,0.15,0.08,10.0,0.004857142857142858,0.004632152588555859,0.04420000000000001,21.620298921170225,187.95822262095868
29.01095067673584,1.8,0.04,0.05,8,0.0015,0.04,0.15,0.08,10.0,0.004,0.003846153846153846,0.034879999999999994,44.4612270907829,459.9806372119484
23.988384783192906,1.8,0.06,0.05,8,0.0015,0.06,0.15,0.08,10.0,0.006857142857142858,0.0064171122994652425,0.05292,55.14571214527104,767.4543251878499
34.061881449160374,2.4,0.04,0.05,8,0.0015,0.04,0.15,0.08,10.0,0.004,0.003846153846153846,0.034879999999999994,52.20211716346417,613.3075162825977
27.2032708295728,2.4,0.06,0.05,8,0.001,0.06,0.15,0.08,10.0,0.007428571428571427,0.006914893617021277,0.05252,62.53625478062714,1083.637436601296
28.929966712402013,2.4,0.06,0.05,8,0.002,0.06,0.15,0.08,10.0,0.006285714285714285,0.0059139784946236566,0.053320000000000006,66.50567060322302,959.8827890206328
11.136596453361456,0.6,0.04,0.01,10,0.001,0.04,0.15,0.063,10.0,0.0033333333333333327,0.002857142857142857,0.009880000000000002,17.067580771435182,109.36224133926859
9.68374346095965,0.6,0.04,0.01,10,0.0015,0.04,0.15,0.063,10.0,0.0027777777777777783,0.0024390243902439024,0.00998,14.840986147064598,93.8599356891572
8.260301493824059,0.6,0.04,0.01,10,0.002,0.04,0.15,0.063,10.0,0.0022222222222222227,0.002,0.010080000000000002,12.6594658909181,77.38117508816357
8.598488424455823,0.6,0.05,0.01,10,0.001,0.05,0.15,0.063,10.0,0.004444444444444445,0.003636363636363637,0.0128,16.472200046850237,139.18830715906913
7.493727632096468,0.6,0.05,0.01,10,0.0015,0.05,0.15,0.063,10.0,0.003888888888888889,0.003255813953488372,0.012900000000000002,14.35580006148749,125.29210019901451
6.406462837958204,0.6,0.05,0.01,10,0.002,0.05,0.15,0.063,10.0,0.0033333333333333327,0.002857142857142857,0.013,12.272917314096176,110.54453584023365
10.585735744152236,0.6,0.06,0.01,10,0.001,0.06,0.15,0.063,10.0,0.005555555555555555,0.004347826086956522,0.01592,24.335024699200538,166.42080203801746
10.259723099703033,0.6,0.06,0.01,10,0.0015,0.06,0.15,0.063,10.0,0.005,0.004,0.01602,23.585570344144898,153.93029453021785
9.728880763239257,0.6,0.06,0.01,10,0.002,0.06,0.15,0.063,10.0,0.004444444444444444,0.003636363636363637,0.016120000000000002,22.365243133883343,140.69304561484284
25.717437411686696,1.8,0.04,0.01,10,0.001,0.04,0.15,0.063,10.0,0.0033333333333333327,0.002857142857142857,0.009880000000000002,39.41369718266161,328.0867240178058
24.896508383140432,1.8,0.04,0.01,10,0.0015,0.04,0.15,0.063,10.0,0.0027777777777777783,0.0024390243902439024,0.00998,38.155568403280355,281.5798070674717
22.650716216758102,1.8,0.04,0.01,10,0.002,0.04,0.15,0.063,10.0,0.0022222222222222227,0.002,0.010080000000000002,34.713741328364904,232.1435252644907
19.85625400158136,1.8,0.05,0.01,10,0.001,0.05,0.15,0.063,10.0,0.004444444444444445,0.003636363636363637,0.0128,38.03880076931296,417.5649214772074
19.26606725649175,1.8,0.05,0.01,10,0.0015,0.05,0.15,0.063,10.0,0.003888888888888889,0.003255813953488372,0.012900000000000002,36.908174820865405,375.8763005970436
17.567273035287197,1.8,0.05,0.01,10,0.002,0.05,0.15,0.063,10.0,0.0033333333333333327,0.002857142857142857,0.013,33.65377976108659,331.633607520701
21.40364128609496,1.8,0.06,0.01,10,0.001,0.06,0.15,0.063,10.0,0.005555555555555555,0.004347826086956522,0.01592,49.20377307148266,499.2624061140523
21.48300296539999,1.8,0.06,0.01,10,0.0015,0.06,0.15,0.063,10.0,0.005,0.004,0.01602,49.38621371356317,461.7908835906536
21.405505705319328,1.8,0.06,0.01,10,0.002,0.06,0.15,0.063,10.0,0.004444444444444444,0.003636363636363637,0.016120000000000002,49.208059092688124,422.0791368445285
30.795751052600075,2.4,0.04,0.01,10,0.001,0.04,0.15,0.063,10.0,0.0033333333333333327,0.002857142857142857,0.009880000000000002,47.196553337318115,437.44896535707437
30.236977179020467,2.4,0.04,0.01,10,0.0015,0.04,0.15,0.063,10.0,0.0027777777777777783,0.0024390243902439024,0.00998,46.340194910376205,375.4397427566289
28.375553722246252,2.4,0.04,0.01,10,0.002,0.04,0.15,0.063,10.0,0.0022222222222222227,0.002,0.010080000000000002,43.487438654783524,309.5247003526543
23.77649681060337,2.4,0.05,0.01,10,0.001,0.05,0.15,0.063,10.0,0.004444444444444445,0.003636363636363637,0.0128,45.548844464757394,556.7532286362765
23.398768493918915,2.4,0.05,0.01,10,0.0015,0.05,0.15,0.063,10.0,0.003888888888888889,0.003255813953488372,0.012900000000000002,44.825226999844666,501.16840079605805
22.007299680765033,2.4,0.05,0.01,10,0.002,0.05,0.15,0.063,10.0,0.0033333333333333327,0.002857142857142857,0.013,42.15957793250005,442.1781433609346
25.55026733418056,2.4,0.06,0.01,10,0.001,0.06,0.15,0.063,10.0,0.005555555555555555,0.004347826086956522,0.01592,58.73624674524265,665.6832081520698
25.680398244548662,2.4,0.06,0.01,10,0.0015,0.06,0.15,0.063,10.0,0.005,0.004,0.01602,59.03539826333026,615.7211781208714
25.67768170167055,2.4,0.06,0.01,10,0.002,0.06,0.15,0.063,10.0,0.004444444444444444,0.003636363636363637,0.016120000000000002,59.02915333717368,562.7721824593714
6.395259274301572,0.6,0.04,0.01,15,0.001,0.04,0.15,0.063,10.0,0.0017857142857142859,0.001639344262295082,0.01398,9.801163638776352,63.08618628287617
4.874466366925167,0.6,0.04,0.01,15,0.0015,0.04,0.15,0.063,10.0,0.00125,0.001176470588235294,0.014130000000000004,7.470446539348912,45.64169421747253
3.764448571801907,0.6,0.04,0.01,15,0.002,0.04,0.15,0.063,10.0,0.0007142857142857144,0.0006896551724137933,0.01428,5.769269841842003,26.974783100264286
3.816317745124332,0.6,0.05,0.01,15,0.0015,0.05,0.15,0.063,10.0,0.0019642857142857144,0.001788617886178862,0.01805,7.310953534720943,69.39021803794604
2.9539607372172334,0.6,0.05,0.01,15,0.002,0.05,0.15,0.063,10.0,0.0014285714285714288,0.0013333333333333335,0.0182,5.658928615358684,52.151247327177636
7.5964272545012985,0.6,0.06,0.01,15,0.001,0.06,0.15,0.063,10.0,0.0032142857142857147,0.002769230769230769,0.02202,17.463051159773098,106.56712698245849
6.6892163242968845,0.6,0.06,0.01,15,0.0015,0.06,0.15,0.063,10.0,0.002678571428571429,0.002362204724409449,0.022169999999999995,15.377508791487093,91.64277185398028
5.726042412829306,0.6,0.06,0.01,15,0.002,0.06,0.15,0.063,10.0,0.002142857142857143,0.0019354838709677426,0.02232,13.163315891561625,75.70342353945139
19.417636364137614,1.8,0.04,0.01,15,0.001,0.04,0.15,0.063,10.0,0.0017857142857142859,0.001639344262295082,0.01398,29.758829676839266,189.25855884862847
14.298633871136413,1.8,0.04,0.01,15,0.0015,0.04,0.15,0.063,10.0,0.00125,0.001176470588235294,0.014130000000000004,21.91361512817841,136.92508265241761
9.364846789363968,1.8,0.04,0.01,15,0.002,0.04,0.15,0.063,10.0,0.0007142857142857144,0.0006896551724137933,0.01428,14.352255615883472,80.9243493007929
15.16733151554305,1.8,0.05,0.01,15,0.001,0.05,0.15,0.063,10.0,0.0025,0.0022222222222222227,0.0179,29.056190642802783,256.55049088369645
11.19468800599716,1.8,0.05,0.01,15,0.0015,0.05,0.15,0.063,10.0,0.0019642857142857144,0.001788617886178862,0.01805,21.445762463596093,208.17065411383817
7.3485901582112865,1.8,0.05,0.01,15,0.002,0.05,0.15,0.063,10.0,0.0014285714285714288,0.0013333333333333335,0.0182,14.077758923776408,156.4537419815329
20.12087156826571,1.8,0.06,0.01,15,0.001,0.06,0.15,0.063,10.0,0.0032142857142857147,0.002769230769230769,0.02202,46.2548771684269,319.70138094737547
18.561064902253165,1.8,0.06,0.01,15,0.0015,0.06,0.15,0.063,10.0,0.002678571428571429,0.002362204724409449,0.022169999999999995,42.669114717823355,274.9283155619409
15.925760011937921,1.8,0.06,0.01,15,0.002,0.06,0.15,0.063,10.0,0.002142857142857143,0.0019354838709677426,0.02232,36.61094255617913,227.11027061835426
25.421988390095464,2.4,0.04,0.01,15,0.001,0.04,0.15,0.063,10.0,0.0017857142857142859,0.001639344262295082,0.01398,38.960901747272736,252.34474513150468
18.928206776831814,2.4,0.04,0.01,15,0.0015,0.04,0.15,0.063,10.0,0.00125,0.001176470588235294,0.014130000000000004,29.00874601813305,182.56677686989013
12.310707271418464,2.4,0.04,0.01,15,0.002,0.04,0.15,0.063,10.0,0.0007142857142857144,0.0006896551724137933,0.01428,18.866984324012968,107.89913240105714
19.85670805440939,2.4,0.05,0.01,15,0.001,0.05,0.15,0.063,10.0,0.0025,0.0022222222222222227,0.0179,38.039670602316825,342.0673211782618
14.81927373546998,2.4,0.05,0.01,15,0.0015,0.05,0.15,0.063,10.0,0.0019642857142857144,0.001788617886178862,0.01805,28.38941328634096,277.56087215178417
9.660205268719624,2.4,0.05,0.01,15,0.002,0.05,0.15,0.063,10.0,0.0014285714285714288,0.0013333333333333335,0.0182,18.506140361531845,208.60498930871051
24.639025871042342,2.4,0.06,0.01,15,0.001,0.06,0.15,0.063,10.0,0.0032142857142857147,0.002769230769230769,0.02202,56.641438784005366,426.26850792983396
23.36159051686335,2.4,0.06,0.01,15,0.0015,0.06,0.15,0.063,10.0,0.002678571428571429,0.002362204724409449,0.022169999999999995,53.70480578589275,366.5710874159211
20.723379533094214,2.4,0.06,0.01,15,0.002,0.06,0.15,0.063,10.0,0.002142857142857143,0.0019354838709677426,0.02232,47.63995294964189,302.8136941578056
13.035299153438789,0.6,0.04,0.01,8,0.001,0.04,0.15,0.063,10.0,0.004571428571428572,0.0037209302325581397,0.00824,19.977469966956,142.121241878437
12.43361818987085,0.6,0.04,0.01,8,0.0015,0.04,0.15,0.063,10.0,0.004,0.0033333333333333327,0.008320000000000001,19.055353547694796,127.86278484557215
11.443216298047231,0.6,0.04,0.01,8,0.002,0.04,0.15,0.063,10.0,0.003428571428571429,0.002926829268292683,0.008400000000000001,17.537496242217973,112.75316278697466
9.986527528233033,0.6,0.05,0.01,8,0.001,0.05,0.15,0.063,10.0,0.006,0.004615384615384615,0.010759999999999999,19.131278789718454,176.28500194536895
9.546836635732648,0.6,0.05,0.01,8,0.0015,0.05,0.15,0.063,10.0,0.005428571428571429,0.004269662921348315,0.01084,18.288959072284765,163.77929744264299
8.805669165829444,0.6,0.05,0.01,8,0.002,0.05,0.15,0.063,10.0,0.004857142857142858,0.003908045977011494,0.01092,16.869098018830357,150.55355261019412
11.05089856976706,0.6,0.06,0.01,8,0.001,0.06,0.15,0.063,10.0,0.007428571428571427,0.005416666666666667,0.01348,25.40436452820013,206.89003700532882
11.027849182272597,0.6,0.06,0.01,8,0.0015,0.06,0.15,0.063,10.0,0.006857142857142858,0.005106382978723405,0.01356,25.351377430511715,195.87490444428082
26.09466520877655,1.8,0.04,0.01,8,0.001,0.04,0.15,0.063,10.0,0.004571428571428572,0.0037209302325581397,0.00824,39.991824074753325,426.36372563531097
26.164718796708875,1.8,0.04,0.01,8,0.0015,0.04,0.15,0.063,10.0,0.004,0.0033333333333333327,0.008320000000000001,40.099185895339275,383.58835453671657
25.936783093265205,1.8,0.04,0.01,8,0.002,0.04,0.15,0.063,10.0,0.003428571428571429,0.002926829268292683,0.008400000000000001,39.7498591467666,338.259488360924
19.99149305129106,1.8,0.05,0.01,8,0.001,0.05,0.15,0.063,10.0,0.006,0.004615384615384615,0.010759999999999999,38.29787940860356,528.8550058361069
20.089912055973908,1.8,0.05,0.01,8,0.0015,0.05,0.15,0.063,10.0,0.005428571428571429,0.004269662921348315,0.01084,38.486421563168406,491.337892327929
19.958613487376496,1.8,0.05,0.01,8,0.002,0.05,0.15,0.063,10.0,0.004857142857142858,0.003908045977011494,0.01092,38.23489173826915,451.6606578305823
21.43535965158754,1.8,0.06,0.01,8,0.001,0.06,0.15,0.063,10.0,0.007428571428571427,0.005416666666666667,0.01348,49.27668885422421,620.6701110159864
21.572764739025956,1.8,0.06,0.01,8,0.0015,0.06,0.15,0.063,10.0,0.006857142857142858,0.005106382978723405,0.01356,49.59256261845046,587.6247133328422
21.717714363304914,1.8,0.06,0.01,8,0.002,0.06,0.15,0.063,10.0,0.006285714285714285,0.004782608695652173,0.013640000000000001,49.925780145528535,552.7356132274516
30.983639260182482,2.4,0.04,0.01,8,0.001,0.04,0.15,0.063,10.0,0.004571428571428572,0.0037209302325581397,0.00824,47.48450461330648,568.484967513748
31.1227438610738,2.4,0.04,0.01,8,0.0015,0.04,0.15,0.063,10.0,0.004,0.0033333333333333327,0.008320000000000001,47.69769174110929,511.4511393822886
31.027605055324845,2.4,0.04,0.01,8,0.002,0.04,0.15,0.063,10.0,0.003428571428571429,0.002926829268292683,0.008400000000000001,47.551885142260296,451.0126511478986
23.737005400066142,2.4,0.05,0.01,8,0.001,0.05,0.15,0.063,10.0,0.006,0.004615384615384615,0.010759999999999999,45.47319042158264,705.1400077814757
23.896805158411325,2.4,0.05,0.01,8,0.0015,0.05,0.15,0.063,10.0,0.005428571428571429,0.004269662921348315,0.01084,45.779320226841634,655.1171897705719
23.87605180300859,2.4,0.05,0.01,8,0.002,0.05,0.15,0.063,10.0,0.004857142857142858,0.003908045977011494,0.01092,45.73956284101262,602.2142104407765
25.559950408778764,2.4,0.06,0.01,8,0.001,0.06,0.15,0.063,10.0,0.007428571428571427,0.005416666666666667,0.01348,58.758506686847724,827.5601480213153
25.71200624549475,2.4,0.06,0.01,8,0.0015,0.06,0.15,0.063,10.0,0.006857142857142858,0.005106382978723405,0.01356,59.10806033447067,783.4996177771229
25.923947845258716,2.4,0.06,0.01,8,0.002,0.06,0.15,0.063,10.0,0.006285714285714285,0.004782608695652173,0.013640000000000001,59.59528240289359,736.9808176366023
13.102476060419653,0.6,0.04,0.02,10,0.001,0.04,0.15,0.063,10.0,0.0033333333333333327,0.003076923076923077,0.01808,20.080423081102914,119.04796167409779
11.084799606877565,0.6,0.04,0.02,10,0.0015,0.04,0.15,0.063,10.0,0.0027777777777777783,0.002597402597402598,0.01828,16.98819863122998,101.59333894904735
8.680389703915766,0.6,0.04,0.02,10,0.002,0.04,0.15,0.063,10.0,0.0022222222222222227,0.0021052631578947372,0.018480000000000003,13.30327923971765,83.2539540058753
10.30047468645978,0.6,0.05,0.02,10,0.001,0.05,0.15,0.063,10.0,0.004444444444444445,0.004,0.023,19.732710127317585,154.76235017632715
8.734631793230562,0.6,0.05,0.02,10,0.0015,0.05,0.15,0.063,10.0,0.003888888888888889,0.0035443037974683548,0.023200000000000002,16.733011098142843,138.6298979583203
6.867305252049099,0.6,0.05,0.02,10,0.002,0.05,0.15,0.063,10.0,0.0033333333333333327,0.003076923076923077,0.023400000000000004,13.155757187833526,121.67885585474082
12.484035964289761,0.6,0.06,0.02,10,0.001,0.06,0.15,0.063,10.0,0.005555555555555555,0.004878048780487804,0.02812,28.69893325124083,188.7345733857648
12.273477111705873,0.6,0.06,0.02,10,0.0015,0.06,0.15,0.063,10.0,0.005,0.004444444444444445,0.02832,28.21488991196752,173.83749109059207
11.792221815500794,0.6,0.06,0.02,10,0.002,0.06,0.15,0.063,10.0,0.004444444444444444,0.003999999999999999,0.02852,27.10855589770297,158.18251261116302
